Symbol,Company Name,Industry,Market Cap
INTT,inTEST,Semiconductor Equipment & Materials,156831750
INTU,Intuit,Software - Application,139711918078
INTZ,Intrusion,Software - Infrastructure,7879716
INUV,Inuvo,Advertising Agencies,25575559
INVA,Innoviva,Biotechnology,887285740
INVE,Identiv,Computer Hardware,141785674
INVH,Invitation Homes,REIT - Residential,19564297772
INVO,INVO Bioscience,Medical Devices,3207438
INVZ,Innoviz Technologies,Auto Parts,261017600
INZY,Inozyme Pharma,Biotechnology,196300446
IOAC,Innovative International Acquisition,Shell Companies,101300828
IOBT,IO Biotech,Biotechnology,58634001
IONM,Assure Holdings,Medical Care Facilities,1694228
IONQ,"IonQ, Inc.",Computer Hardware,2346050193
IONR,ioneer,Other Industrial Metals & Mining,243407440
IONS,Ionis Pharmaceuticals,Biotechnology,6763553940
IOR,Income Opportunity Realty Investors,Mortgage Finance,49892950
IOSP,Innospec,Specialty Chemicals,2495303100
IOT,Samsara,Software - Infrastructure,13389848610
IOVA,Iovance Biotherapeutics,Biotechnology,1043141136
IP,International Paper Company,Packaging & Containers,11971565677
IPA,ImmunoPrecise Antibodies,Biotechnology,43086516
IPAR,Inter Parfums,Household & Personal Products,4153643430
IPDN,Professional Diversity Network,Staffing & Employment Services,17134416
IPG,The Interpublic Group of Companies,Advertising Agencies,11398199040
IPGP,IPG Photonics,Semiconductor Equipment & Materials,4313521074
IPHA,Innate Pharma,Biotechnology,212854752
IPI,Intrepid Potash,Agricultural Inputs,276412500
IPSC,Century Therapeutics,Biotechnology,105186928
IPVF,InterPrivate III Financial Partners,Shell Companies,83291296
IPW,iPower,Internet Retail,16373396
IPWR,Ideal Power,Electrical Equipment & Parts,49348603
IPX,IperionX,Other Industrial Metals & Mining,175692552
IPXX,Inflection Point Acquisition Corp. II,Shell Companies,320000000
IQ,iQIYI,Entertainment,5076526825
IQV,IQVIA Holdings,Diagnostics & Research,36111658400
IR,Ingersoll Rand,Specialty Industrial Machinery,26431519163
IRAA,Iris Acquisition,Shell Companies,146612112
IRBT,iRobot,"Furnishings, Fixtures & Appliances",896525994
IRDM,Iridium Communications,Telecom Services,4736062240
IREN,Iris Energy,Capital Markets,234145496
IRIX,IRIDEX,Medical Devices,38138385
IRM,Iron Mountain,REIT - Specialty,18021861000
IRMD,IRadimed,Medical Devices,567877662
IRON,Disc Medicine,Biotechnology,1113681568
IROQ,IF Bancorp,Banks - Regional,47802807
IRRX,Integrated Rail and Resources Acquisition,Shell Companies,133653277
IRS,IRSA Inversiones y Representaciones,Conglomerates,1194038657
IRT,Independence Realty Trust,REIT - Residential,3064853440
IRTC,iRhythm Technologies,Medical Devices,2546494200
IRWD,Ironwood Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1482275424
ISDR,Issuer Direct,Software - Application,69707445
ISPC,iSpecimen,Diagnostics & Research,5439288
ISPO,Inspirato,Leisure,16283891
ISPR,Ispire Technology,Tobacco,454209336
ISRG,Intuitive Surgical,Medical Instruments & Supplies,98059093440
ISRL,Israel Acquisitions,Shell Companies,211448801
ISSC,Innovative Solutions and Support,Aerospace & Defense,127712040
ISTR,Investar Holding,Banks - Regional,104642683
ISUN,"iSun, Inc.",Solar,5753919
IT,Gartner,Information Technology Services,30482493092
ITCI,Intra-Cellular Therapies,Drug Manufacturers - Specialty & Generic,5284077084
ITCL,Banco Itaú Chile,Banks - Regional,1928179584
ITGR,Integer Holdings,Medical Devices,2883084166
ITI,Iteris,Communication Equipment,194474735
ITIC,Investors Title Company,Insurance - Specialty,283498469
ITOS,iTeos Therapeutics,Biotechnology,369984846
ITP,IT Tech Packaging,Paper & Paper Products,3165715
ITRG,Integra Resources,Other Precious Metals & Mining,50551465
ITRI,Itron,Scientific & Technical Instruments,2922181656
ITRM,Iterum Therapeutics,Biotechnology,9780750
ITRN,Ituran Location and Control,Communication Equipment,503904888
ITT,ITT Inc.,Specialty Industrial Machinery,8309341000
ITUB,Itaú Unibanco Holding,Banks - Regional,55876416000
ITW,Illinois Tool Works,Specialty Industrial Machinery,70139539190
IVA,Inventiva,Biotechnology,201422130
IVAC,Intevac,Aerospace & Defense,95741828
IVCA,Investcorp India Acquisition,Shell Companies,177133089
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,302556143
IVCP,Swiftmerge Acquisition,Shell Companies,82812493
IVDA,Iveda Solutions,Security & Protection Services,10909384
IVP,Inspire Veterinary Partners,Personal Services,9450137
IVR,Invesco Mortgage Capital,REIT - Mortgage,352627009
IVT,InvenTrust Properties,REIT - Retail,1722723361
IVVD,Invivyd,Biotechnology,166829120
IVZ,Invesco,Asset Management,6240448000
IX,ORIX Corporation,Credit Services,20918898000
IXAQ,IX Acquisition,Shell Companies,114758963
IXHL,Incannex Healthcare,Drug Manufacturers - Specialty & Generic,69853832
IZEA,IZEA Worldwide,Internet Content & Information,35392630
IZM,ICZOOM Group,Electronics & Computer Distribution,89942944
J,Jacobs Engineering Group,Engineering & Construction,16869234460
JACK,Jack in the Box,Restaurants,1342209000
JAGX,Jaguar Health,Biotechnology,6115703
JAKK,JAKKS Pacific,Leisure,246392918
JAMF,Jamf Holding,Software - Application,2094330300
JAN,JanOne,Waste Management,1294165
JANX,Janux Therapeutics,Biotechnology,312359676
JAQC,Jupiter Acquisition,Shell Companies,61855145
JAZZ,Jazz Pharmaceuticals,Biotechnology,8337581688
JBGS,JBG SMITH Properties,REIT - Office,1462627460
JBHT,J.B. Hunt Transport Services,Integrated Freight & Logistics,18121193670
JBI,Janus International Group,Building Products & Equipment,1478547971
JBL,Jabil,Electronic Components,16428138000
JBLU,JetBlue Airways,Airlines,1462967430
JBSS,Sanfilippo (John B.) & Son,Packaged Foods,1080453197
JBT,John Bean Technologies,Specialty Industrial Machinery,3432211860
JCI,Johnson Controls International,Building Products & Equipment,35022873600
JCSE,JE Cleantech Holdings,Specialty Industrial Machinery,4356304
JCTCF,Jewett-Cameron Trading Company,Lumber & Wood Production,16024962
JD,JD.com,Internet Retail,42376618276
JEF,Jefferies Financial Group,Capital Markets,7337624360
JELD,JELD-WEN Holding,Building Products & Equipment,1078480080
JEWL,Adamas One,Luxury Goods,16640280
JFBR,Jeffs' Brands,Internet Retail,24091119
JFIN,Jiayin Group,Internet Content & Information,260909586
JFU,9F Inc.,Information Technology Services,34378036
JG,Aurora Mobile,Software - Infrastructure,13884504
JGGC,Jaguar Global Growth Corporation I,Shell Companies,39674296
JHG,Janus Henderson Group,Asset Management,4159672380
JHX,James Hardie Industries,Building Materials,11830478930
JILL,J.Jill,Apparel Retail,312567596
JJSF,J&J Snack Foods,Packaged Foods,3077494692
JKHY,Jack Henry & Associates,Information Technology Services,10545195880
JKS,JinkoSolar Holding Co.,Solar,1767527040
JLL,Jones Lang LaSalle,Real Estate Services,7215843443
JMIA,Jumia Technologies AG,Internet Retail,271663200
JMSB,John Marshall Bancorp,Banks - Regional,261050328
JNJ,Johnson & Johnson,Drug Manufacturers - General,364317774572
JNPR,Juniper Networks,Communication Equipment,8692341680
JNVR,Janover,Software - Infrastructure,7996056
JOAN,JOANN,Specialty Retail,21791016
JOB,GEE Group,Staffing & Employment Services,63701198
JOBY,Joby Aviation,Airports & Air Services,4329305610
JOE,The St. Joe Company,Real Estate - Diversified,2895251200
JOUT,Johnson Outdoors,Leisure,515517761
JPM,JPMorgan Chase & Co.,Banks - Diversified,413413009152
JRSH,Jerash Holdings (US),Apparel Manufacturing,39466308
JRVR,James River Group Holdings,Insurance - Specialty,542099877
JSPR,Jasper Therapeutics,Biotechnology,78690160
JT,Jianpu Technology,Credit Services,22071296
JTAI,Jet.AI,Software - Application,13682613
JVA,Coffee Holding Co.,Packaged Foods,4115901
JWEL,Jowell Global,Internet Retail,3951378
JWN,Nordstrom,Department Stores,2392834400
JWSM,Jaws Mustang Acquisition,Shell Companies,302636123
JXJT,JX Luxventure,Apparel Manufacturing,7942779
JXN,Jackson Financial,Insurance - Life,3339503316
JYD,Jayud Global Logistics,Integrated Freight & Logistics,46120752
JYNT,The Joint,Medical Care Facilities,116561340
JZ,Jianzhi Education Technology Group Company,Education & Training Services,37544100
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,3085798
K,Kellanova Co,Packaged Foods,17822585236
KA,Kineta,Biotechnology,43158082
KACL,Kairous Acquisition Corp.,Shell Companies,49771471
KAI,Kadant,Specialty Industrial Machinery,2860804901
KALA,Kala Pharmaceuticals,Drug Manufacturers - Specialty & Generic,17799040
KALU,Kaiser Aluminum,Aluminum,942613470
KALV,KalVista Pharmaceuticals,Biotechnology,298278345
KAMN,Kaman,Aerospace & Defense,557617320
KAR,Openlane,Auto & Truck Dealerships,1611177600
KARO,Karooooo,Software - Application,749326131
KAVL,Kaival Brands Innovations Group,Tobacco,17621794
KB,KB Financial Group,Banks - Regional,15596626320
KBH,KB Home,Residential Construction,4059531271
KBNT,Kubient,Software - Application,3830493
KBR,"KBR, Inc.",Engineering & Construction,6845637840
KC,Kingsoft Cloud Holdings,Software - Application,1237299260
KCGI,Kensington Capital Acquisition V,Shell Companies,367769979
KD,Kyndryl Holdings,Information Technology Services,3524936800
KDP,Keurig Dr Pepper,Beverages - Non-Alcoholic,43516339804
KE,Kimball Electronics,Electrical Equipment & Parts,676035171
KELYA,Kelly Services,Staffing & Employment Services,668640063
KELYB,Kelly Services,Staffing & Employment Services,643308731
KEN,Kenon Holdings,Utilities - Independent Power Producers,1067109120
KEP,Korea Electric Power,Utilities - Regulated Electric,8101598199
KEQU,Kewaunee Scientific,"Furnishings, Fixtures & Appliances",52041293
KERN,Akerna,Health Information Services,2149457
KEX,Kirby,Marine Shipping,4648735000
KEY,KeyCorp,Banks - Regional,10662874063
KEYS,Keysight Technologies,Scientific & Technical Instruments,22331833006
KFFB,Kentucky First Federal Bancorp,Banks - Regional,35015498
KFRC,Kforce,Staffing & Employment Services,1238026671
KFS,Kingsway Financial Services,Auto & Truck Dealerships,211394340
KFY,Korn Ferry,Staffing & Employment Services,2520333972
KGC,Kinross Gold,Gold,6813180000
KGEI,Kolibri Global Energy,Oil & Gas E&P,162509904
KGS,Kodiak Gas Services,Oil & Gas Equipment & Services,1342889984
KHC,The Kraft Heinz Company,Packaged Foods,40806986865
KIDS,OrthoPediatrics,Medical Devices,627457492
KIM,Kimco Realty,REIT - Retail,11622637200
KIND,Nextdoor Holdings,Internet Content & Information,704424500
KINS,Kingstone Companies,Insurance - Property & Casualty,22050210
KIQ,Kelso Technologies,Railroads,10429459
KIRK,Kirkland's,Specialty Retail,21830406
KITT,Nauticus Robotics,Aerospace & Defense,89699220
KKR,KKR & Co.,Asset Management,68351771232
KLAC,KLA Corporation,Semiconductor Equipment & Materials,67914345840
KLG,WK Kellogg Co,Packaged Foods,896180739
KLIC,Kulicke and Soffa Industries,Semiconductor Equipment & Materials,2551463694
KLTR,Kaltura,Software - Infrastructure,247898904
KLXE,KLX Energy Services Holdings,Oil & Gas Equipment & Services,171457330
KMB,Kimberly-Clark,Household & Personal Products,40346775035
KMDA,Kamada,Drug Manufacturers - Specialty & Generic,267830704
KMI,Kinder Morgan,Oil & Gas Midstream,37498128550
KMPR,Kemper,Insurance - Property & Casualty,2696144297
KMT,Kennametal,Tools & Accessories,1913865912
KMX,CarMax,Auto & Truck Dealerships,10625995960
KN,Knowles,Communication Equipment,1461951300
KNDI,Kandi Technologies Group,Auto Parts,266363452
KNF,Knife River,Building Materials,3094736802
KNOP,KNOT Offshore Partners LP,Marine Shipping,195078423
KNSA,Kiniksa Pharmaceuticals,Biotechnology,1136703731
KNSL,Kinsale Capital Group,Insurance - Property & Casualty,7868098455
KNSW,KnightSwan Acquisition,Shell Companies,109663019
KNTE,Kinnate Biopharma,Biotechnology,58868625
KNTK,Kinetik Holdings,Oil & Gas Midstream,1999142057
KNW,Know Labs,Scientific & Technical Instruments,23625398
KNX,Knight-Swift Transportation Holdings,Trucking,8206638720
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,245310278861
KOD,Kodiak Sciences,Biotechnology,123789552
KODK,Eastman Kodak Company,Specialty Business Services,309152304
KOF,Coca-Cola FEMSA,Beverages - Non-Alcoholic,17132269302
KOP,Koppers Holdings,Specialty Chemicals,791265102
KOPN,Kopin,Electronic Components,152012350
KORE,KORE Group Holdings,Telecom Services,40679722
KOS,Kosmos Energy,Oil & Gas E&P,3478423980
KOSS,Koss Corporation,Consumer Electronics,26596224
KPLT,Katapult Holdings,Software - Infrastructure,43473604
KPRX,Kiora Pharmaceuticals,Biotechnology,4493896
KPTI,Karyopharm Therapeutics,Biotechnology,101775950
KR,The Kroger Co.,Grocery Stores,32635365468
KRC,Kilroy Realty,REIT - Office,3693060000
KREF,KKR Real Estate Finance Trust,REIT - Mortgage,808200128
KRG,Kite Realty Group Trust,REIT - Retail,4865692963
KRKR,36Kr Holdings,Internet Content & Information,28563591
KRMD,KORU Medical Systems,Medical Instruments & Supplies,101775193
KRNL,Kernel Group Holdings,Shell Companies,148125861
KRNT,Kornit Digital,Specialty Industrial Machinery,820282368
KRNY,Kearny Financial,Banks - Regional,501516400
KRO,Kronos Worldwide,Specialty Chemicals,906412760
KRON,Kronos Bio,Biotechnology,53651180
KROS,Keros Therapeutics,Biotechnology,947442608
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1708305967
KRT,Karat Packaging,Packaging & Containers,438658290
KRTX,Karuna Therapeutics,Biotechnology,6984363476
KRUS,Kura Sushi USA,Restaurants,735054576
KRYS,Krystal Biotech,Biotechnology,3419491530
KSCP,Knightscope,Security & Protection Services,52186777
KSS,Kohl's,Department Stores,2712987390
KT,KT Corporation,Telecom Services,6278616082
KTB,Kontoor Brands,Apparel Manufacturing,2711926176
KTCC,Key Tronic,Computer Hardware,42617124
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,2224197750
KTRA,Kintara Therapeutics,Biotechnology,768420
KTTA,Pasithea Therapeutics,Biotechnology,7495200
KUKE,Kuke Music Holding,Entertainment,36270954
KULR,KULR Technology Group,Electronic Components,40690000
KURA,Kura Oncology,Biotechnology,694301590
KVAC,Keen Vision Acquisition,Shell Companies,198502525
KVHI,KVH Industries,Communication Equipment,94356465
KVSA,Khosla Ventures Acquisition Co.,Shell Companies,72792709
KVUE,Kenvue,Household & Personal Products,37091418990
KVYO,Klaviyo,Software - Infrastructure,7930945377
KW,Kennedy-Wilson Holdings,Real Estate Services,1763296251
KWE,KWESST Micro Systems,Aerospace & Defense,8497769
KWR,Quaker Chemical,Specialty Chemicals,2903456010
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,92659000
KYCH,Keyarch Acquisition,Shell Companies,63931431
KYMR,Kymera Therapeutics,Biotechnology,790733521
KZIA,Kazia Therapeutics,Biotechnology,11765615
KZR,Kezar Life Sciences,Biotechnology,61389239
L,Loews,Insurance - Property & Casualty,14836236584
LAAC,Lithium Americas (Argentina),Other Industrial Metals & Mining,928278400
LAB,Standard BioTools,Diagnostics & Research,165036432
LABP,Landos Biopharma,Biotechnology,12778593
LAC,Lithium Americas,Other Industrial Metals & Mining,1176864000
LAD,Lithia Motors,Auto & Truck Dealerships,7325415705
LADR,Ladder Capital,REIT - Mortgage,1350343680
LAES,SEALSQ,Semiconductors,12432944
LAKE,Lakeland Industries,Apparel Manufacturing,108041029
LAMR,Lamar Advertising Company,REIT - Specialty,9686199525
LANC,Lancaster Colony,Packaged Foods,4705646400
LAND,Gladstone Land,REIT - Industrial,536142464
LANV,Lanvin Group Holdings,Luxury Goods,371904400
LARK,Landmark Bancorp,Banks - Regional,91676721
LASE,Laser Photonics,Specialty Industrial Machinery,7345544
LASR,nLIGHT,Semiconductors,425571075
LATG,LatAmGrowth SPAC,Shell Companies,96912745
LAUR,Laureate Education,Education & Training Services,2144480800
LAW,CS Disco,Software - Application,362031964
LAZ,Lazard,Capital Markets,2497575750
LAZR,Luminar Technologies,Auto Parts,1440502226
LAZY,Lazydays Holdings,Auto & Truck Dealerships,88462414
LBAI,Lakeland Bancorp,Banks - Regional,827835719
LBBB,Lakeshore Acquisition II,Shell Companies,62393384
LBC,Luther Burbank,Banks - Regional,449555799
LBPH,Longboard Pharmaceuticals,Biotechnology,126844086
LBRDA,Liberty Broadband,Telecom Services,12609260833
LBRDK,Liberty Broadband,Telecom Services,12603485689
LBRT,Liberty Energy,Oil & Gas Equipment & Services,3410939840
LBTYA,Liberty Global,Telecom Services,7250281798
LBTYB,Liberty Global,Telecom Services,7543708988
LBTYK,Liberty Global,Telecom Services,7147483036
LC,LendingClub,Credit Services,652411550
LCA,Landcadia Holdings IV,Shell Companies,141143975
LCAA,L Catterton Asia Acquisition,Shell Companies,309291216
LCFY,Locafy,Internet Content & Information,8040375
LCID,Lucid Group,Auto Manufacturers,10545843517
LCII,LCI Industries,Recreational Vehicles,2978402684
LCNB,LCNB Corp.,Banks - Regional,165738660
LCTX,Lineage Cell Therapeutics,Biotechnology,204734799
LCUT,Lifetime Brands,"Furnishings, Fixtures & Appliances",120414384
LCW,Learn CW Investment,Shell Companies,160386395
LDI,loanDepot,Mortgage Finance,476800000
LDOS,Leidos Holdings,Information Technology Services,14276263772
LDWY,Lendway,Advertising Agencies,9186043
LE,Lands' End,Specialty Retail,213586278
LEA,Lear Corporation,Auto Parts,7618064524
LECO,Lincoln Electric Holdings,Tools & Accessories,10521312818
LEDS,SemiLEDs,Semiconductors,6389864
LEE,Lee Enterprises,Publishing,57930601
LEG,Leggett & Platt,"Furnishings, Fixtures & Appliances",3175344960
LEGH,Legacy Housing,Residential Construction,475880116
LEGN,Legend Biotech,Biotechnology,12025539360
LEJU,Leju Holdings,Real Estate Services,14059578
LEN,Lennar,Residential Construction,33749937722
LEN.B,Lennar,Residential Construction,33768323474
LESL,Leslie's,Home Improvement Retail,942105559
LEU,Centrus Energy,Uranium,852200184
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,409866945
LEVI,Levi Strauss & Co.,Apparel Manufacturing,5754486556
LEXX,Lexaria Bioscience,Biotechnology,13112143
LFCR,Lifecore Biomedical,Drug Manufacturers - Specialty & Generic,213378990
LFLY,Leafly Holdings,Pharmaceutical Retailers,14660971
LFMD,LifeMD,Pharmaceutical Retailers,256192497
LFST,LifeStance Health Group,Medical Care Facilities,2309610501
LFT,Lument Finance Trust,REIT - Mortgage,100806216
LFUS,Littelfuse,Electronic Components,5802955395
LFVN,LifeVantage,Packaged Foods,95680698
LGF.A,Lions Gate Entertainment,Entertainment,2088326575
